387,20,4
387,102,2
388,72,4
389,127,4
390,57,5
391,63,4
392,170,1
393,36,3
394,1,3
395,91,4
396,24,3
396,40,3
396,94,2
396,115,3
397,40,3
397,49,3
397,116,2
398,19,5
398,44,5
399,74,4
399,133,3
400,101,3
400,154,4
401,43,5
401,81,4
401,138,4
402,36,2
403,43,5
404,83,4
404,112,3
405,43,3
405,89,2
405,123,4
405,167,3
406,24,4
406,27,4
406,40,4
406,47,5
406,71,1
406,161,5
407,143,5
408,25,5
408,30,3
408,162,4
409,102,3
410,73,3
411,177,4
412,29,5
413,167,4
414,27,5
414,105,2
415,88,3
416,9,4
416,42,5
416,55,4
416,57,5
416,106,4
416,122,3
416,157,5
417,27,5
417,80,5
418,5,4
418,14,4
418,105,3
418,119,5
418,127,4
418,170,3
419,27,5
419,161,5
420,66,4
421,72,2
422,157,5
422,177,3
423,10,5
423,35,3
424,46,5
424,112,4
425,33,5
426,143,4
427,33,4
427,143,5
428,38,4
429,159,1
430,127,4
431,57,2
432,3,4
432,127,5
433,14,4
433,20,4
434,27,4
434,40,3
434,105,4
434,127,4
435,66,5
436,7,4
436,174,5
437,16,4
438,117,4
438,159,4
439,43,1
439,73,2
439,83,3
439,143,5
439,172,4
440,179,4
441,17,2
441,106,4
441,151,5
442,76,5
443,108,4
443,117,4
443,119,5
443,123,4
443,153,3
444,175,5
445,67,5
446,12,4
446,33,4
446,117,4
447,27,5
448,33,5
449,35,4
450,43,4
451,20,3
451,82,4
452,122,4
453,122,5
454,122,5
455,151,5
456,173,5
457,1,4
457,76,5
457,174,4
457,176,4
458,108,4
459,66,4
460,112,3
461,6,2
461,115,3
461,122,3
462,122,5
463,127,4
464,24,4
464,28,1
464,44,2
464,91,5
464,98,5
464,117,3
464,124,5
464,127,4
465,55,5
466,27,4
466,122,5
466,127,5
467,40,3
467,115,1
467,149,3
467,170,3
468,14,4
468,76,3
469,157,3
470,27,5
470,162,3
471,100,4
472,47,5
473,54,2
474,57,5
475,20,2
476,143,5
477,20,4
478,42,5
479,57,4
480,94,4
481,44,3
481,105,3
481,152,1
481,154,3
481,174,4
482,38,4
483,102,3
484,27,4
485,24,4
486,63,3
486,127,3
487,127,5
488,179,5
489,127,4
490,17,3
491,122,4
492,122,4
492,126,4
492,159,4
493,115,4
493,117,4
493,121,4
494,5,1
494,79,4
494,122,5
494,131,4
495,27,5
496,135,4
497,127,3
498,57,3
499,67,5
499,117,4
499,175,4
500,73,4
501,71,5
501,92,5
502,28,5
503,57,3
503,124,4
504,27,5
504,51,4
504,97,1
504,98,5
504,122,5
505,127,3
506,24,3
507,127,4
508,122,5
509,48,1
509,151,3
510,151,4
511,43,5
511,143,4
512,127,5
513,117,1
513,132,5
514,31,5
515,20,1
516,127,3
517,66,4
518,127,4
519,108,5
520,50,4
521,43,4
522,66,4
522,138,5
523,93,4
524,24,1
525,140,5
526,31,4
527,20,2
527,122,2
527,127,1
528,19,3
529,1,5
529,18,2
529,20,4
529,30,3
529,44,4
529,55,4
529,57,3
529,69,4
529,107,4
529,127,4
529,143,4
529,167,3
529,174,3
529,179,5
530,27,4
531,121,1
532,122,5
533,27,5
534,127,5
535,76,5
536,6,4
536,155,3
536,170,3
537,72,3
538,137,3
539,122,5
540,122,3
541,115,4
541,149,4
542,117,5
543,142,5
544,127,3
545,176,5
546,106,1
547,2,4
548,27,3
549,5,5
549,44,2
550,40,1
551,113,4
552,136,1
553,7,5
554,88,2
555,127,4
556,91,4
556,102,3
557,68,1
558,35,5
558,53,5
559,28,4
559,117,4
560,142,1
561,110,4
562,151,1
563,135,4
564,113,3
565,54,1
566,27,5
566,39,3
566,115,2
566,179,5
567,127,4
568,14,4
568,36,3
568,59,3
568,102,3
568,122,3
568,138,3
568,145,4
568,173,4
569,127,4
570,76,5
570,138,5
571,143,5
572,131,5
573,122,5
574,57,5
575,68,4
576,93,1
577,127,1
578,69,5
578,109,4
579,27,3
580,27,5
581,5,5
581,54,1
582,143,4
582,179,4
583,127,3
584,33,4
585,127,4
586,158,3
587,48,4
588,134,1
589,137,4
590,127,1
591,27,3
592,5,4
592,161,2
593,33,3
594,122,5
594,151,4
594,157,4
595,119,5
596,112,5
597,83,1
598,143,4
599,133,5
600,24,5
601,99,4
601,106,4
601,119,4
602,27,5
603,33,3
603,89,3
604,112,5
605,102,3
606,6,4
606,138,3
607,122,4
608,143,5
609,20,4
609,122,3
610,81,4
611,76,4
612,94,4
613,112,4
614,25,4
614,92,5
614,121,4
615,76,5
616,27,4
616,110,3
617,27,1
618,66,4
618,101,4
619,11,3
619,58,4
620,152,2
621,20,4
621,100,5
622,172,5
623,76,5
623,157,4
624,27,4
625,102,3
626,143,4
627,133,2
628,80,4
629,27,4
629,115,4
629,133,5
630,36,3
631,66,4
632,161,4
633,51,3
634,154,4
635,43,5
635,127,2
636,24,4
636,36,3
636,40,1
637,134,3
638,17,2
639,20,4
640,48,5
641,143,4
642,101,4
642,104,4
643,127,4
644,129,4
645,69,5
645,127,3
646,66,4
646,104,5
647,102,4
647,129,5
648,127,4
649,115,4
650,82,5
651,57,4
651,174,4
652,36,4
652,113,4
653,82,4
653,105,3
654,33,5
655,27,4
656,50,5
657,130,4
658,27,4
658,102,2
658,127,3
659,122,5
660,24,4
661,20,3
662,122,2
663,149,4
664,57,5
665,51,4
666,127,4
667,43,4
667,154,2
668,20,4
669,88,2
670,43,3
671,20,3
672,117,2
673,20,3
674,33,4
675,77,4
675,105,5
676,6,2
676,122,5
676,127,3
677,43,4
678,66,3
679,122,5
680,138,4
681,122,3
682,76,5
683,27,4
684,76,5
685,135,2
686,96,5
687,117,4
688,39,3
689,165,2
690,94,4
691,122,5
692,46,3
692,174,5
693,122,4
694,33,4
695,172,5
696,163,4
697,33,4
698,127,5
699,102,4
700,119,5
701,55,5
701,57,4
701,81,4
702,20,3
703,43,5
703,143,3
704,123,5
705,66,3
705,83,3
706,8,5
707,33,4
707,133,4
708,65,1
709,60,5
709,115,4
710,63,3
711,65,5
712,102,4
712,170,4
713,5,5
713,179,5
714,39,1
714,102,5
714,162,3
715,125,5
716,101,4
717,44,4
718,122,5
719,63,3
720,54,3
720,121,4
721,100,5
721,175,4
722,166,5
722,176,2
723,43,5
723,143,5
724,82,5
725,43,5
725,74,5
725,172,4
726,20,2
727,27,4
728,117,5
729,20,2
730,48,2
731,20,2
732,122,4
732,138,3
732,154,2
733,110,5
733,131,2
733,157,4
734,33,3
734,55,5
735,172,4
736,20,4
736,76,5
736,130,4
737,120,3
738,127,1
739,161,5
740,76,4
741,51,4
742,172,4
743,27,4
743,40,3
743,154,4
744,51,5
745,23,5
746,127,5
747,122,5
748,157,4
749,55,4
750,57,4
751,43,3
752,63,4
752,66,4
753,4,1
754,7,3
754,117,4
755,143,4
756,133,5
757,133,5
758,57,4
758,109,4
759,40,5
760,27,5
760,109,4
761,54,2
762,133,5
763,5,3
763,86,5
764,58,5
764,115,5
765,49,4
766,27,2
766,82,1
766,122,2
767,27,5
767,138,4
767,161,5
768,48,4
769,98,5
770,24,5
770,55,5
770,63,4
770,110,5
771,176,5
772,138,4
772,141,3
773,127,4
774,165,1
775,176,4
776,122,5
777,43,4
778,154,3
779,74,4
780,105,4
781,161,4
782,154,5
783,40,5
784,96,5
785,2,4
785,116,4
785,138,3
785,143,4
785,172,4
786,143,4
787,138,4
788,165,4
789,39,1
789,102,4
790,157,5
791,122,4
792,55,4
793,49,4
794,117,3
795,4,1
796,76,3
797,77,5
797,129,5
797,179,4
798,125,4
799,77,2
800,122,4
800,143,5
801,83,4
801,120,3
802,127,5
803,162,4
804,101,4
805,143,5
806,76,4
807,20,1
808,57,5
808,90,4
809,133,4
810,57,5
811,102,3
812,94,1
813,76,4
814,5,5
814,33,4
814,161,4
814,162,1
814,174,3
815,63,4
815,154,4
816,63,1
817,36,4
817,39,1
817,58,4
817,115,4
818,112,4
819,33,5
819,49,2
819,55,4
819,66,4
819,76,3
820,29,5
820,127,5
821,74,3
821,102,4
822,122,1
823,20,4
824,104,2
825,112,4
826,110,1
827,154,3
828,18,3
829,143,5
830,122,4
831,152,1
832,6,4
832,27,4
832,110,5
832,162,4
833,170,1
834,66,4
835,48,3
836,143,5
837,83,4
838,122,4
839,40,5
840,127,4
841,27,3
841,102,3
842,33,3
843,43,4
843,122,5
843,127,4
844,128,4
845,122,4
846,125,1
846,162,2
847,27,3
847,143,5
848,67,4
849,109,3
850,14,5
851,18,1
852,76,4
853,83,4
854,122,4
855,7,5
855,98,5
855,173,5
856,90,5
857,78,4
858,51,2
859,127,3
860,127,4
861,110,5
861,115,2
862,20,4
863,139,5
864,176,4
865,54,1
866,127,3
867,133,3
868,57,5
869,127,5
869,128,4
869,143,4
870,39,1
871,20,5
871,91,3
871,154,3
872,57,5
873,102,4
874,27,3
875,115,2
876,110,3
877,27,4
877,40,4
878,51,5
878,157,4
879,38,4
880,115,3
881,6,4
882,115,5
883,138,5
884,27,5
885,27,4
886,33,4
887,114,1
888,33,5
889,33,4
890,149,3
890,171,4
891,115,2
892,98,4
893,95,2
894,139,5
895,138,1
896,114,1
897,5,4
898,43,4
899,170,2
900,33,5
901,20,3
902,122,4
903,143,4
904,43,3
905,102,4
906,35,2
907,115,3
907,119,5
907,127,2
908,76,4
909,35,4
909,122,5
910,27,5
911,27,3
912,46,5
912,109,4
913,78,5
914,179,4
915,76,3
916,33,4
916,57,5
917,20,4
918,29,4
919,33,3
920,127,5
921,20,3
921,72,4
922,129,4
923,123,5
924,76,2
925,75,1
926,20,4
927,143,5
928,5,4
929,115,4
930,48,3
931,9,5
932,131,4
933,129,3
934,111,5
935,163,4
936,27,5
937,7,2
937,14,5
937,119,4
938,84,1
939,20,3
940,153,5
941,131,4
941,161,1
942,38,1
943,62,5
944,157,5
945,76,4
946,27,5
947,35,4
948,85,5
949,121,3
949,161,5
950,43,4
951,51,4
952,43,4
952,76,2
953,127,4
953,143,4
954,36,3
954,150,4
955,125,3
955,152,1
956,20,5
957,165,1
958,51,5
959,169,1
960,74,2
961,122,4
962,122,1
963,143,4
964,119,5
965,51,3
966,76,4
967,20,4
968,170,4
969,40,5
970,119,4
971,43,4
972,43,2
973,43,4
974,170,3
974,175,5
975,117,3
976,47,5
977,131,4
978,3,4
978,27,5
978,162,4
979,122,5
980,86,5
981,86,4
982,43,4
982,162,2
983,115,4
984,86,5
985,11,1
985,143,5
986,3,2
987,69,4
988,1,4
988,6,3
989,27,5
989,162,5
990,7,5
991,27,4
992,77,5
993,117,5
994,122,3
995,135,3
995,165,1
996,76,3
997,127,5
998,127,3
999,122,5
1000,115,4
1001,127,3
1002,28,1
1002,172,5
1003,20,2
1004,57,5
1005,95,4
1006,133,2
1007,20,4
1008,44,1
1009,4,1
1009,27,5
1010,154,5
1011,76,3
1012,119,5
1012,131,3
1013,27,4
1014,144,5
1015,143,5
1016,131,2
1017,167,5
1018,33,5
1019,33,4
1019,43,4
1019,56,4
1019,112,3
1020,129,4
1021,86,5
1022,115,2
1023,6,4
1024,57,3
1025,109,4
1025,127,3
1026,57,5
1026,127,3
1026,143,2
1027,35,4
1028,119,5
1029,113,2
1029,127,4
1029,167,4
1030,111,3
1031,66,4
1031,104,2
1031,172,3
1032,143,4
1033,56,2
1033,122,3
1034,100,4
1035,74,4
1036,51,4
1037,20,3
1038,143,5
1038,172,5
1039,109,5
1040,119,4
1041,127,2
1042,36,5
1043,115,5
1043,162,5
1044,149,3
1045,86,5
1046,76,5
1047,89,3
1048,48,3
1048,117,5
1048,128,1
1049,5,5
1050,66,5
1051,52,5
1052,134,3
1053,127,5
1054,127,4
1055,12,4
1056,121,2
1057,131,5
1058,143,4
1059,176,2
1060,34,3
1060,92,4
1061,47,5
1062,131,3
1063,62,5
1064,76,4
1065,127,3
1066,51,1
1067,154,3
1068,122,5
1069,51,3
1070,86,5
1071,7,5
1071,125,5
1071,131,5
1072,86,5
1073,138,2
1074,110,5
1075,29,5
1076,135,4
1077,117,3
1078,33,5
1078,119,4
1079,8,1
1079,179,3
1080,115,4
1081,27,5
1081,138,1
1082,143,5
1082,172,4
1083,133,5
1084,75,5
1085,76,2
1085,127,4
1086,27,5
1086,169,4
1087,97,5
1087,106,5
1088,179,5
1089,61,1
1090,89,3
1091,112,1
1092,84,1
1093,20,5
1093,127,5
1094,143,5
1094,172,4
1095,12,4
1096,86,5
1097,115,5
1098,35,5
1098,105,2
1099,27,5
1100,131,4
1101,57,5
1102,27,3
1103,75,1
1104,16,1
1105,51,4
1106,54,5
1106,131,5
1107,20,1
1108,20,4
1109,27,5
1110,143,5
1111,131,4
1112,86,5
1113,143,5
1114,143,2
1115,33,4
1116,154,2
1117,133,5
1118,72,4
1119,100,4
1120,65,2
1121,98,4
1122,14,5
1123,20,4
1124,105,5
1125,62,5
1126,76,4
1127,111,5
1128,98,4
1129,48,3
1130,33,4
1131,33,5
1132,131,5
1133,86,5
1134,84,1
1135,111,5
1136,27,4
1137,7,5
1138,104,3
1138,152,1
1139,156,5
1140,165,1
1141,6,5
1142,169,1
1143,27,4
1144,76,5
1145,18,5
1146,122,5
1147,1,4
1147,143,4
1148,76,5
1149,122,4
1150,27,5
1150,127,3
1151,143,5
1152,66,2
1153,27,5
1154,27,4
1154,115,3
1154,165,1
1155,105,4
1156,66,4
1157,122,4
1158,162,4
1159,59,4
1159,161,4
1160,147,1
1161,66,5
1162,122,4
1163,41,5
1163,115,3
1164,33,5
1165,102,4
1166,85,5
1167,63,3
1168,14,4
1169,127,2
1170,66,1
1171,179,4
1172,127,4
1173,66,4
1174,105,4
1175,40,4
1176,170,5
1177,179,5
1178,103,5
1178,105,5
1178,162,4
1179,5,5
1179,20,3
1179,40,3
1180,119,4
1181,127,4
1182,63,3
1182,76,3
1183,66,5
1184,27,5
1184,167,1
1185,20,5
1185,55,5
1186,66,5
1186,101,3
1187,170,5
1188,66,4
1189,66,4
1190,179,5
1191,143,4
1192,57,4
1193,122,5
1194,179,5
1195,101,4
1196,127,4
1197,117,5
1197,179,4
1198,66,3
1199,54,5
1200,7,5
1201,119,4
1202,102,4
1203,66,5
1204,102,1
1205,121,3
1206,127,2
1207,100,5
1208,162,4
1209,66,4
1210,163,5
1211,157,5
1212,66,4
1213,27,4
1213,165,3
1213,170,4
1214,157,5
1215,127,5
1216,66,4
1217,110,4
1218,154,3
1219,40,5
1220,143,4
1221,122,3
1222,66,5
1223,66,1
1224,66,2
1225,66,4
1226,66,4
1227,66,4
1228,122,5
1229,20,5
1230,102,5
1231,43,3
1231,127,3
1232,81,4
1233,66,5
1234,66,3
1235,88,4
1235,170,4
1236,44,4
1237,66,4
1238,33,4
1239,102,3
1240,66,1
1241,27,4
1241,112,3
1242,43,3
1242,66,5
1243,80,4
1243,122,5
1244,66,5
1245,57,5
1245,74,5
1246,109,3
1247,170,3
1248,143,5
1248,172,5
1249,63,3
1250,162,5
1251,177,1
1252,40,3
1252,122,2
1253,66,4
1254,102,2
1255,66,5
1256,127,3
1257,8,5
1258,20,3
1258,109,5
1259,170,4
1260,102,1
1261,20,3
1262,20,4
1263,102,1
1264,179,5
1265,27,5
1266,20,4
1266,43,3
1267,105,5
1268,122,5
1269,34,5
1270,102,1
1271,66,5
1272,102,4
1273,66,5
1274,117,4
1274,179,4
1275,102,4
1275,127,4
1276,179,5
1277,91,5
1277,102,3
1278,179,5
1279,66,3
1280,102,2
1281,66,5
1282,66,5
1283,66,4
1284,66,5
1285,170,1
1286,143,4
1287,91,4
1288,128,1
1289,135,4
1289,151,5
1290,29,3
1291,109,4
1292,170,5
1293,127,5
1294,122,5
1295,21,4
1296,66,3
1297,40,5
1298,66,2
1299,170,4
1300,34,4
1301,143,4
1302,66,5
1303,20,2
1304,38,3
1305,102,4
1306,102,5
1307,27,3
1308,148,4
1308,174,4
1309,100,5
1310,143,4
1311,57,4
1312,179,5
1313,51,4
1313,57,4
1314,162,3
1315,40,1
1316,27,5
1317,102,1
1318,76,3
1318,179,5
1319,109,4
1320,102,5
1321,102,3
1322,66,4
1323,66,5
1324,66,4
1325,33,4
1325,52,5
1325,102,5
1325,127,4
1325,133,5
1326,43,3
1327,49,1
1328,60,4
1329,179,5
1330,170,5
1331,27,4
1332,24,4
1333,33,4
1334,170,1
1335,27,4
1336,7,5
1337,179,2
1338,27,4
1339,179,1
1340,102,1
1341,145,5
1342,170,4
1343,66,5
1344,74,5
1344,112,2
1345,27,2
1346,179,4
1347,102,4
1348,66,4
1349,34,3
1350,179,4
1351,6,4
1351,170,1
1352,179,5
1353,66,2
1354,27,4
1355,101,1
1356,170,3
1357,170,5
1358,117,4
1359,66,4
1360,102,4
1361,69,5
1362,66,4
1363,6,3
1363,127,3
1364,171,1
1365,170,1
1366,112,4
1367,179,5
1368,102,4
1369,179,4
1370,115,2
1371,66,4
1372,6,3
1372,40,5
1372,162,3
1373,170,4
1374,179,5
1375,127,3
1376,170,1
1377,57,5
1378,170,2
1379,20,2
1379,105,5
1380,170,5
1381,66,5
1382,33,4
1383,170,5
1384,66,4
1385,49,2
1386,20,4
1386,167,3
1386,168,3
1387,102,1
1388,122,5
1389,27,3
1389,151,5
1390,20,4
1391,143,5
1391,172,5
1392,127,4
1393,10,5
1393,65,2
1393,174,5
1394,33,3
1395,20,4
1396,20,2
1397,162,3
1398,122,5
1399,138,2
1400,143,4
1401,143,4
1402,143,5
1403,143,5
1403,172,4
1404,17,1
1405,24,3
1406,64,1
1407,127,5
1408,69,5
1409,91,5
1410,175,1
1411,155,4
1412,151,3
1413,20,3
1414,124,5
1415,122,3
1416,127,4
1417,127,3
1417,172,4
1418,162,3
1419,122,4
1420,105,4
1421,122,2
1422,5,5
1422,7,4
1422,122,4
1423,34,5
1423,112,5
1424,145,3
1425,138,1
1426,7,4
1426,125,4
1427,122,4
1428,33,3
1429,109,3
1430,20,2
1431,33,5
1432,127,4
1433,143,4
1434,76,5
1435,119,5
1436,143,4
1437,127,5
1438,127,4
1439,27,5
1440,60,5
1441,19,3
1442,5,5
1443,106,3
1444,9,5
1445,143,5
1446,33,5
1447,33,5
1448,122,5
1449,125,5
1449,127,4
1450,115,4
1451,127,2
1452,110,4
1453,11,1
1454,36,2
1455,98,5
1456,60,4
1456,76,4
1457,133,5
1458,127,4
1459,73,5
1460,122,4
1461,98,3
1462,143,5
1463,109,4
1464,100,5
1465,6,4
1466,119,4
1467,41,2
1468,33,5
1469,27,4
1470,27,4
1471,27,4
1472,36,4
1473,20,4
1474,106,1
1475,57,5
1476,127,4
1477,122,5
1478,14,4
